City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Coquimbo,-29.9533,-71.3436,53.33,93,75,1.14,CL,2022-07-28 03:53:23
295,Paracuru,-3.41,-39.0306,75.11,84,79,13.13,BR,2022-07-28 03:58:06
296,Cayenne,4.9333,-52.3333,76.08,1,0,0.0,GF,2022-07-28 03:58:06
297,Aykhal,66.0,111.5,83.12,55,22,12.5,RU,2022-07-28 03:58:07
298,Sola,-13.8833,167.55,81.27,83,100,0.0,VU,2022-07-28 03:56:33
299,Port Shepstone,-30.7414,30.455,64.65,77,100,3.0,ZA,2022-07-28 03:58:07
300,Banes,20.9625,-75.7186,78.57,80,13,13.22,CU,2022-07-28 03:58:08
301,Radstadt,47.3833,13.45,60.17,92,23,4.41,AT,2022-07-28 03:58:08
302,Khash,28.2211,61.2158,76.48,70,96,2.06,IR,2022-07-28 03:58:08
303,Wasilla,61.5814,-149.4394,69.78,39,0,6.91,US,2022-07-28 03:55:16
304,Kalmunai,7.4167,81.8167,83.5,66,86,2.37,LK,2022-07-28 03:58:09
305,Santiago Del Estero,-27.7951,-64.2615,68.86,47,74,16.98,AR,2022-07-28 03:58:09
306,San Patricio,28.017,-97.5169,85.89,72,3,13.02,US,2022-07-28 03:58:09
307,Manokwari,-0.8667,134.0833,84.31,68,68,9.73,ID,2022-07-28 03:58:10
308,Amapa,1.0,-52.0,70.14,97,15,0.89,BR,2022-07-28 03:58:10
309,Guerrero Negro,27.9769,-114.0611,68.54,83,67,14.79,MX,2022-07-28 03:54:56
310,Antofagasta,-23.65,-70.4,56.48,84,83,8.19,CL,2022-07-28 03:58:10
311,Kembe,4.6228,21.8865,68.67,98,100,2.17,CF,2022-07-28 03:58:11
312,Nemuro,43.3236,145.575,64.96,91,43,4.9,JP,2022-07-28 03:58:11
313,Bouar,5.934,15.596,62.89,98,88,3.33,CF,2022-07-28 03:58:11
314,Teya,60.3778,92.6267,65.21,65,99,1.61,RU,2022-07-28 03:58:12
315,Nishihara,26.1842,127.7558,87.08,74,75,9.22,JP,2022-07-28 03:58:12
316,Puerto Del Rosario,28.5004,-13.8627,73.15,73,75,18.41,ES,2022-07-28 03:58:12
317,Harper,4.375,-7.7169,75.31,73,99,10.98,LR,2022-07-28 03:58:13
318,Mayskiy,47.6931,40.1025,65.61,53,1,4.61,RU,2022-07-28 03:58:13
319,Ilebo,-4.3167,20.5833,68.56,80,88,1.19,CD,2022-07-28 03:58:13
320,Craig,40.5153,-107.5464,76.62,26,100,2.86,US,2022-07-28 03:54:13
321,Cayhagan,9.6697,122.4256,84.24,73,96,8.61,PH,2022-07-28 03:58:14
322,Lata,40.1629,-8.3327,54.95,92,0,1.48,PT,2022-07-28 03:58:14
323,Waipawa,-41.4122,175.5153,50.67,81,93,15.41,NZ,2022-07-28 03:53:57
324,Bougouni,11.417,-7.479,71.13,93,29,6.4,ML,2022-07-28 03:58:14
325,Trincomalee,8.5711,81.2335,82.74,69,84,4.41,LK,2022-07-28 03:59:15
326,Ust-Maya,60.4167,134.5333,87.31,35,71,2.66,RU,2022-07-28 03:59:15
327,Kamenka,51.3223,42.7678,71.08,65,99,5.5,RU,2022-07-28 03:59:15
328,Nelson Bay,-32.7167,152.15,66.99,51,3,7.0,AU,2022-07-28 03:59:16
329,Grand Gaube,-20.0064,57.6608,70.38,76,3,3.0,MU,2022-07-28 03:59:16
330,Kharar,30.7444,76.6478,87.31,61,70,10.6,IN,2022-07-28 03:59:17
331,Blackfoot,43.1905,-112.345,81.77,20,75,3.69,US,2022-07-28 03:59:17
332,Rubtsovsk,51.5,81.25,83.37,30,79,11.61,RU,2022-07-28 03:59:18
333,Okhotsk,59.3833,143.3,66.15,74,28,7.25,RU,2022-07-28 03:59:18
334,Srednyaya Yelyuzan,53.0241,45.9529,69.15,79,0,6.35,RU,2022-07-28 03:59:18
335,Doljo,9.5875,123.7303,84.65,70,93,9.17,PH,2022-07-28 03:59:19
336,Surt,31.2089,16.5887,78.1,63,0,3.49,LY,2022-07-28 03:59:19
337,General Roca,-39.0333,-67.5833,44.62,64,1,15.82,AR,2022-07-28 03:59:19
338,Huilong,31.8111,121.655,86.85,76,0,12.21,CN,2022-07-28 03:59:20
339,Hami,42.8,93.45,94.21,9,0,7.02,CN,2022-07-28 03:57:25
340,Sao Joao Da Barra,-21.6403,-41.0511,68.34,85,0,10.6,BR,2022-07-28 03:59:20
341,Ambon,-3.6954,128.1814,78.94,89,75,8.05,ID,2022-07-28 03:59:20
342,High Level,58.5169,-117.136,78.91,53,20,4.61,CA,2022-07-28 03:59:21
343,Huarmey,-10.0681,-78.1522,62.55,86,26,9.28,PE,2022-07-28 03:59:21
344,Hoganas,56.1997,12.558,57.34,74,74,5.99,SE,2022-07-28 03:59:21
345,Ati,13.2154,18.3353,74.48,82,94,11.92,TD,2022-07-28 03:59:22
346,Labrea,-7.2586,-64.7981,73.18,53,0,1.28,BR,2022-07-28 03:59:22
347,Olbernhau,50.6667,13.3333,53.01,68,52,1.57,DE,2022-07-28 03:59:22
348,Nizamabad,18.6667,78.1167,82.89,73,82,2.66,IN,2022-07-28 03:59:23
349,Sovetskiy,61.3614,63.5842,68.72,44,0,4.7,RU,2022-07-28 03:59:23
350,Mayo,38.8876,-76.5119,81.21,88,100,1.99,US,2022-07-28 03:59:23
351,Ust-Nera,64.5667,143.2,74.01,39,93,2.08,RU,2022-07-28 03:59:24
352,Shymkent,42.3,69.6,84.79,28,0,2.24,KZ,2022-07-28 03:59:24
353,Gawler,-34.6,138.7333,61.21,60,72,8.5,AU,2022-07-28 03:59:24
354,Anshun,26.25,105.9333,77.18,67,96,2.19,CN,2022-07-28 03:59:25
355,Kuala Terengganu,5.3302,103.1408,85.95,74,20,7.0,MY,2022-07-28 03:59:25
356,Jacareacanga,-6.2222,-57.7528,78.3,44,97,1.54,BR,2022-07-28 03:54:30
357,Cabra,37.4725,-4.4421,67.93,52,0,1.86,ES,2022-07-28 03:59:25
358,Taltal,-25.4,-70.4833,59.25,79,100,3.83,CL,2022-07-28 03:59:26
359,Jardim,-21.4803,-56.1381,69.19,44,14,2.73,BR,2022-07-28 03:59:26
360,Olga,43.7444,135.2892,78.82,68,37,5.95,RU,2022-07-28 03:59:26
361,Ugoofaaru,5.6667,73.0,82.13,74,99,15.55,MV,2022-07-28 03:59:27
362,Bulaevo,54.9056,70.4439,63.46,93,100,13.89,KZ,2022-07-28 03:59:27
363,Sapozhok,53.9419,40.6806,72.66,67,50,6.33,RU,2022-07-28 03:59:27
364,Gayeri,12.6497,0.4931,77.13,77,100,13.06,BF,2022-07-28 03:59:28
365,Namatanai,-3.6667,152.4333,84.97,67,69,13.09,PG,2022-07-28 03:59:28
366,Basco,20.4487,121.9702,85.68,76,95,13.85,PH,2022-07-28 04:00:28
367,Ilulissat,69.2167,-51.1,42.82,93,100,1.14,GL,2022-07-28 04:00:29
368,Touros,-5.1989,-35.4608,72.72,86,36,12.12,BR,2022-07-28 03:59:10
369,Obidos,-1.9175,-55.5181,77.25,72,82,2.17,BR,2022-07-28 04:00:29
370,Narsaq,60.9167,-46.05,46.62,85,15,1.72,GL,2022-07-28 04:00:30
371,Saint-Augustin,51.226,-58.6502,56.32,89,58,8.99,CA,2022-07-28 03:55:41
372,Chissamba,-12.1667,17.3333,51.55,40,100,1.68,AO,2022-07-28 04:00:30
373,Hovd,48.0056,91.6419,67.73,31,4,5.39,MN,2022-07-28 04:00:31
374,Athabasca,54.7169,-113.2854,69.04,72,15,7.02,CA,2022-07-28 04:00:31
375,Maningrida,-12.0667,134.2667,85.57,43,46,11.79,AU,2022-07-28 04:00:31
376,Tessalit,20.1986,1.0114,92.17,23,67,10.54,ML,2022-07-28 04:00:32
377,Bhadrachalam,17.6667,80.8833,84.87,74,39,2.89,IN,2022-07-28 04:00:32
378,Ngaoundere,7.3167,13.5833,62.35,97,100,1.79,CM,2022-07-28 04:00:33
379,Synya,65.3718,58.0387,68.13,45,64,7.94,RU,2022-07-28 04:00:33
380,Ozernovskiy,51.5,156.5167,54.45,94,100,9.62,RU,2022-07-28 04:00:33
381,Yumen,40.2833,97.2,89.53,13,76,16.78,CN,2022-07-28 03:56:33
382,Usevya,-7.1,31.2333,67.03,59,39,8.88,TZ,2022-07-28 04:00:34
383,Conde,-7.2597,-34.9075,71.06,94,20,6.91,BR,2022-07-28 03:55:47
384,Puerto Madryn,-42.7692,-65.0385,41.85,77,35,17.36,AR,2022-07-28 04:00:35
385,Luderitz,-26.6481,15.1594,53.87,75,0,2.33,NA,2022-07-28 04:00:35
386,Arlit,18.7369,7.3853,85.42,50,84,20.33,NE,2022-07-28 04:00:35
387,Aguimes,27.9054,-15.4461,70.66,73,20,28.77,ES,2022-07-28 04:00:36
388,Prainha,-1.8,-53.48,76.28,76,98,2.57,BR,2022-07-28 04:00:36
389,Kijang,35.2442,129.2139,82.13,87,68,11.14,KR,2022-07-28 04:00:37
390,Meulaboh,4.1363,96.1285,83.95,66,92,2.37,ID,2022-07-28 03:58:12
391,Turukhansk,65.8167,87.9833,66.4,76,95,5.64,RU,2022-07-28 04:00:37
392,Freeport,40.6576,-73.5832,78.13,77,100,3.0,US,2022-07-28 04:00:37
393,Namibe,-15.1961,12.1522,61.2,79,75,7.11,AO,2022-07-28 04:00:34
394,Chittaurgarh,24.8833,74.6333,81.72,76,100,10.38,IN,2022-07-28 04:00:38
395,Hasaki,35.7333,140.8333,97.29,78,77,15.95,JP,2022-07-28 04:00:38
396,Razumnoye,50.5344,36.6846,69.08,77,0,2.24,RU,2022-07-28 04:00:39
397,Ampanihy,-24.7,44.75,56.32,87,0,5.68,MG,2022-07-28 04:00:39
398,Gorontalo,0.5412,123.0595,83.16,79,66,6.08,ID,2022-07-28 04:00:39
399,Buraydah,26.326,43.975,91.87,12,99,3.89,SA,2022-07-28 04:00:40
400,Faya,18.3851,42.4509,67.62,58,100,4.25,SA,2022-07-28 04:00:40
401,Roma,43.2128,-75.4557,71.73,85,100,1.01,US,2022-07-28 04:00:41
402,Savelugu,9.6244,-0.8253,73.99,89,91,9.98,GH,2022-07-28 04:00:41
403,Vilyuysk,63.7553,121.6247,87.6,35,53,7.45,RU,2022-07-28 04:00:41
404,Aleksandrovka,46.8383,32.7612,74.07,59,9,1.36,UA,2022-07-28 04:00:42
405,Esperance,-33.8667,121.9,65.82,45,2,16.2,AU,2022-07-28 04:00:42
406,Martapura,-3.4167,114.85,80.69,89,40,5.75,ID,2022-07-28 04:00:42
407,At-Bashi,41.1702,75.8106,78.4,25,81,2.13,KG,2022-07-28 04:00:43
408,San Luis De Palenque,5.4214,-71.7317,71.33,97,100,6.2,CO,2022-07-28 04:00:43
409,Famoes,38.788,-9.2103,67.39,77,20,18.99,PT,2022-07-28 04:00:43
410,Puerto Leguizamo,-0.1934,-74.7819,68.56,99,90,1.68,CO,2022-07-28 04:00:44
411,Ambilobe,-13.2,49.05,66.09,82,6,2.73,MG,2022-07-28 04:01:44
412,Seoul,37.5683,126.9778,92.59,54,20,5.75,KR,2022-07-28 03:59:23
413,Gilgit,35.9221,74.3087,85.64,53,36,2.91,PK,2022-07-28 04:01:45
414,Nouadhibou,20.931,-17.0347,71.85,76,4,29.35,MR,2022-07-28 04:01:46
415,Virginia Beach,36.8529,-75.978,81.01,86,34,3.0,US,2022-07-28 03:59:16
416,Sikandarabad,28.45,77.7,88.75,64,40,6.64,IN,2022-07-28 04:01:46
417,Abu Kamal,34.4506,40.9171,88.77,15,0,5.93,SY,2022-07-28 04:01:46
418,Mezen,65.8522,44.24,66.45,87,71,8.32,RU,2022-07-28 04:01:47
419,Cherskiy,68.75,161.3,55.31,47,99,6.15,RU,2022-07-28 04:01:47
420,Hurghada,27.2574,33.8129,82.44,28,0,5.75,EG,2022-07-28 03:59:50
421,Gbarnga,6.9956,-9.4722,69.22,99,98,1.66,LR,2022-07-28 04:01:48
422,Lima,-12.0432,-77.0282,59.9,89,65,8.34,PE,2022-07-28 04:01:42
423,Tateyama,34.9833,139.8667,82.15,81,50,12.17,JP,2022-07-28 04:01:48
424,Namanga,-2.5433,36.7905,60.12,83,100,4.29,KE,2022-07-28 04:01:48
425,Loukhi,66.0764,33.0381,61.52,75,21,7.81,RU,2022-07-28 04:01:49
426,Southbridge,42.0751,-72.0334,69.89,87,90,3.0,US,2022-07-28 04:01:49
427,La Paz,-16.5,-68.15,42.39,40,6,3.06,BO,2022-07-28 04:00:14
428,Gaomi,36.3833,119.7528,87.44,67,80,6.42,CN,2022-07-28 04:01:49
429,Havoysund,70.9963,24.6622,48.43,87,100,20.65,NO,2022-07-28 03:57:06
430,Beringovskiy,63.05,179.3167,49.19,93,100,5.28,RU,2022-07-28 03:57:08
431,Saint Anthony,45.0205,-93.218,71.89,56,100,5.75,US,2022-07-28 04:01:50
432,Codrington,-38.2667,141.9667,48.88,89,100,7.02,AU,2022-07-28 04:01:50
433,Forio,40.7342,13.8646,80.42,86,5,1.01,IT,2022-07-28 04:01:50
434,Omsukchan,62.5333,155.8,61.23,34,69,7.78,RU,2022-07-28 03:57:10
435,Manzhouli,49.6,117.4333,75.33,48,13,7.23,CN,2022-07-28 04:01:51
436,Vila Franca Do Campo,37.7167,-25.4333,72.01,93,83,3.65,PT,2022-07-28 04:01:51
437,Guaruja,-23.9931,-46.2564,66.87,81,7,3.33,BR,2022-07-28 04:01:52
438,Bogolyubovo,56.1956,40.5297,69.98,79,9,6.42,RU,2022-07-28 04:01:52
439,Vrede,-27.4257,29.1659,45.41,84,74,4.74,ZA,2022-07-28 04:01:52
440,Iwanai,42.9744,140.5089,77.52,73,77,6.08,JP,2022-07-28 04:01:53
441,Obzor,42.8167,27.8833,73.27,77,0,3.11,BG,2022-07-28 04:01:53
442,Ponta Delgada,37.7333,-25.6667,72.32,94,75,3.44,PT,2022-07-28 04:01:35
443,Altamira,-3.2033,-52.2064,75.78,73,90,1.86,BR,2022-07-28 04:01:21
444,Qingdao,36.0986,120.3719,82.53,74,71,9.28,CN,2022-07-28 04:01:53
445,Krasnogorsk,55.8225,37.3181,71.94,83,0,2.24,RU,2022-07-28 03:57:56
446,Inta,66.0317,60.1659,67.87,49,93,13.6,RU,2022-07-28 04:01:54
447,Le Pont-De-Claix,45.1244,5.7064,64.47,75,1,2.51,FR,2022-07-28 04:01:54
448,Chicama,-7.8447,-79.1469,62.65,86,39,6.53,PE,2022-07-28 04:01:54
449,Yeppoon,-23.1333,150.7333,67.78,49,0,7.43,AU,2022-07-28 04:01:55
450,Charlestown,-32.95,151.6667,68.11,53,6,3.0,AU,2022-07-28 03:58:49
451,Paranaiba,-19.6772,-51.1908,69.06,37,11,5.61,BR,2022-07-28 04:01:55
452,Katsuura,35.1333,140.3,83.41,78,56,11.65,JP,2022-07-28 04:01:55
453,Chengalpattu,12.7,79.9833,87.51,61,90,2.57,IN,2022-07-28 04:01:56
454,Nalut,30.3333,10.85,78.78,28,0,10.67,LY,2022-07-28 04:01:56
455,Bay Roberts,47.5999,-53.2648,64.33,93,10,5.99,CA,2022-07-28 04:01:56
456,Darhan,49.4867,105.9228,57.96,83,100,6.42,MN,2022-07-28 04:01:57
457,Pavlodar,52.3,76.95,80.4,34,20,22.37,KZ,2022-07-28 04:02:57
458,Governador Valadares,-18.8511,-41.9494,63.73,69,0,2.08,BR,2022-07-28 04:02:57
459,Mbekenyera,-10.0,38.9833,63.52,91,34,3.13,TZ,2022-07-28 04:02:57
460,Viedma,-40.8135,-62.9967,42.85,91,51,8.5,AR,2022-07-28 04:02:58
461,Laibin,23.7,109.2667,91.98,50,100,6.71,CN,2022-07-28 04:02:58
462,Mehamn,71.0357,27.8492,49.95,93,75,20.71,NO,2022-07-28 04:02:58
463,Cozumel,20.5083,-86.9458,80.01,84,24,3.0,MX,2022-07-28 04:02:59
464,Labe,11.3182,-12.2833,65.34,98,100,4.56,GN,2022-07-28 04:02:59
465,Umm Lajj,25.0213,37.2685,86.02,56,32,6.6,SA,2022-07-28 04:02:59
466,Tura,25.5198,90.2201,81.66,83,44,4.18,IN,2022-07-28 04:03:00
467,Ligayan,4.6533,119.4706,83.8,69,70,4.18,PH,2022-07-28 04:03:00
468,Caravelas,-17.7125,-39.2481,67.39,86,32,1.61,BR,2022-07-28 04:03:00
469,Praia,14.9215,-23.5087,79.47,82,90,1.81,CV,2022-07-28 04:03:01
470,Xapuri,-10.6517,-68.5044,75.96,63,69,0.36,BR,2022-07-28 04:03:01
471,Antalaha,-14.9003,50.2788,68.36,91,99,5.06,MG,2022-07-28 04:03:01
472,Eenhana,-17.4667,16.3333,53.01,37,24,4.56,NA,2022-07-28 04:03:02
473,Gondanglegi,-7.7479,112.0132,85.5,63,99,8.01,ID,2022-07-28 04:03:02
474,Evansville,37.9748,-87.5558,79.2,87,78,0.47,US,2022-07-28 04:03:02
475,Fairlie,55.756,-4.8556,51.49,90,100,4.88,GB,2022-07-28 04:03:03
476,Palu,-0.8917,119.8707,84.83,78,83,2.53,ID,2022-07-28 04:03:03
477,Makakilo City,21.3469,-158.0858,82.56,58,32,13.29,US,2022-07-28 04:03:03
478,Tiznit,29.5833,-9.5,73.31,57,0,2.08,MA,2022-07-28 04:03:04
479,Tortoli,39.9256,9.6572,75.51,55,0,4.63,IT,2022-07-28 04:03:04
480,Udachnyy,66.4167,112.4,88.45,45,17,9.55,RU,2022-07-28 04:03:04
481,Marawi,7.9986,124.2928,79.03,79,80,2.82,PH,2022-07-28 04:03:05
482,Marsh Harbour,26.5412,-77.0636,81.95,73,32,12.73,BS,2022-07-28 04:03:05
483,Broken Hill,-31.95,141.4333,60.26,32,6,5.7,AU,2022-07-28 04:03:05
484,Klyuchi,52.2667,79.1667,81.25,34,99,18.88,RU,2022-07-28 04:03:06
485,Temir,49.1414,57.13,73.47,56,16,7.34,KZ,2022-07-28 04:03:06
486,Parnera,20.55,72.95,81.09,81,96,4.47,IN,2022-07-28 04:03:06
487,Chapais,49.7834,-74.8492,59.32,93,100,3.42,CA,2022-07-28 04:02:46
488,Villa Rica,33.7321,-84.9191,81.79,96,99,4.76,US,2022-07-28 04:01:01
489,Cangzhou,38.3167,116.8667,76.66,78,100,8.43,CN,2022-07-28 04:00:26
490,Winona,43.9666,-91.7668,69.98,59,0,8.05,US,2022-07-28 04:01:57
491,Coihaique,-45.5752,-72.0662,39.81,65,0,3.44,CL,2022-07-28 03:59:11
492,Sao Luiz Gonzaga,-28.4083,-54.9608,64.69,82,100,6.4,BR,2022-07-28 04:02:46
493,Bilibino,68.0546,166.4372,54.27,43,100,2.64,RU,2022-07-28 04:03:07
494,Neijiang,29.5835,105.0622,85.35,70,16,3.71,CN,2022-07-28 04:03:08
495,Sayyan,15.1718,44.3244,59.63,66,90,9.08,YE,2022-07-28 04:03:08
496,Sindal,57.4712,10.2031,53.33,92,8,4.18,DK,2022-07-28 04:03:08
497,Salalah,17.0151,54.0924,75.06,96,100,9.53,OM,2022-07-28 04:03:09
498,Chardara,41.2547,67.9692,87.21,28,2,9.8,KZ,2022-07-28 04:03:09
499,Aasiaat,68.7098,-52.8699,33.89,98,91,5.28,GL,2022-07-28 04:03:10
500,Impfondo,1.6381,18.0667,69.67,94,100,1.63,CG,2022-07-28 04:03:10
501,Mookane,-23.688,26.6595,55.78,52,4,6.53,BW,2022-07-28 04:03:10
502,Takaka,-40.85,172.8,53.56,87,42,4.65,NZ,2022-07-28 04:04:10
503,Nyurba,63.2842,118.3319,88.05,38,26,8.79,RU,2022-07-28 04:04:11
504,Aksarka,66.5606,67.7975,68.86,50,67,10.78,RU,2022-07-28 04:04:11
505,Calama,-22.4667,-68.9333,43.29,22,80,16.11,CL,2022-07-28 03:59:21
506,Bokhan,53.153,103.7714,69.01,55,98,8.32,RU,2022-07-28 04:04:12
507,Araouane,18.9048,-3.5265,93.85,12,0,10.07,ML,2022-07-28 04:04:12
508,Fairbanks,64.8378,-147.7164,61.61,57,75,13.8,US,2022-07-28 04:02:41
509,Sabha,27.0377,14.4283,79.03,16,0,9.37,LY,2022-07-28 04:04:12
510,Komsomolskiy,40.4272,71.7189,88.52,30,4,9.22,UZ,2022-07-28 04:04:13
511,Westport,41.1415,-73.3579,76.08,89,20,5.75,US,2022-07-28 04:04:13
512,Nadym,65.5333,72.5167,66.0,49,48,9.4,RU,2022-07-28 04:04:13
513,Aripuana,-9.1667,-60.6333,72.16,48,5,1.61,BR,2022-07-28 04:04:14
514,Morondava,-20.2833,44.2833,63.68,78,0,4.97,MG,2022-07-28 04:04:14
515,Cotonou,6.3654,2.4183,76.55,85,100,17.94,BJ,2022-07-28 04:04:14
516,Zhigansk,66.7697,123.3711,79.02,47,27,4.5,RU,2022-07-28 04:04:15
517,Lasa,46.6166,10.7002,56.7,92,75,2.3,IT,2022-07-28 04:04:15
518,Srednekolymsk,67.45,153.6833,58.5,40,100,10.4,RU,2022-07-28 04:04:15
519,Canaries,28.0,-15.5,66.4,73,20,28.77,ES,2022-07-28 04:04:16
520,Grindavik,63.8424,-22.4338,48.67,93,75,23.02,IS,2022-07-28 04:04:16
521,Sioux Lookout,50.1001,-91.917,53.71,96,97,8.34,CA,2022-07-28 04:04:16
522,Awbari,26.5921,12.7805,77.18,16,0,6.29,LY,2022-07-28 04:04:17
523,Husavik,66.0449,-17.3389,52.09,82,25,9.69,IS,2022-07-28 04:04:17
524,Loa Janan,-0.583,117.095,78.15,94,100,1.97,ID,2022-07-28 04:04:17
525,Terrace Bay,48.7834,-87.1,46.72,98,94,5.86,CA,2022-07-28 04:00:15
526,Srinagar,34.0833,74.8167,70.93,87,99,1.52,IN,2022-07-28 04:04:18
527,Aloleng,16.1307,119.7824,85.19,73,100,6.11,PH,2022-07-28 04:04:18
528,Bozhou,33.8772,115.7703,79.11,87,100,3.85,CN,2022-07-28 04:04:19
529,Alofi,-19.0595,-169.9187,76.89,83,75,11.5,NU,2022-07-28 03:59:41
530,Kargasok,59.0556,80.8572,69.35,74,45,10.98,RU,2022-07-28 04:04:19
531,Tilichiki,60.4667,166.1,49.77,64,100,15.3,RU,2022-07-28 04:04:19
532,Bathsheba,13.2167,-59.5167,81.05,87,50,16.84,BB,2022-07-28 04:04:20
533,Falun,60.6036,15.626,45.21,92,2,3.2,SE,2022-07-28 04:04:20
534,Vilhena,-12.7406,-60.1458,67.64,48,6,3.89,BR,2022-07-28 04:04:20
535,Rocha,-34.4833,-54.3333,64.42,95,100,8.19,UY,2022-07-28 04:04:21
536,Ketchikan,55.3422,-131.6461,72.07,46,0,5.75,US,2022-07-28 04:04:21
537,Ahipara,-35.1667,173.1667,57.49,83,43,14.05,NZ,2022-07-28 04:04:21
538,Merced,37.1666,-120.7516,88.29,30,21,10.11,US,2022-07-28 04:04:22
539,Bucerias,20.75,-105.3333,79.99,94,40,5.75,MX,2022-07-28 04:04:22
540,Muslyumovo,55.3033,53.1947,66.97,70,45,6.87,RU,2022-07-28 04:04:22
541,Dawei,14.0833,98.2,87.03,69,96,3.04,MM,2022-07-28 04:04:23
542,Pathein,16.7833,94.7333,89.37,61,12,9.8,MM,2022-07-28 04:04:23
543,Inongo,-1.95,18.2667,67.98,77,94,2.8,CD,2022-07-28 04:04:24
544,Natal,-5.795,-35.2094,70.45,100,0,4.61,BR,2022-07-28 04:01:58
545,Evensk,61.95,159.2333,58.89,55,74,4.92,RU,2022-07-28 04:04:24
546,Digby,44.6169,-65.7655,59.72,84,69,7.09,CA,2022-07-28 04:04:24
547,Pimenta Bueno,-11.6725,-61.1936,70.59,51,4,2.44,BR,2022-07-28 04:04:25
548,Richmond Hill,43.8711,-79.4372,71.55,84,38,4.63,CA,2022-07-28 04:02:30
549,Ayan,56.45,138.1667,59.77,87,31,10.16,RU,2022-07-28 04:05:25
550,Nome,64.5011,-165.4064,53.17,82,100,12.66,US,2022-07-28 04:05:25
551,Umm Kaddadah,13.6017,26.6876,77.45,67,99,6.6,SD,2022-07-28 04:05:26
552,Yenagoa,4.9247,6.2642,73.47,96,100,4.14,NG,2022-07-28 04:05:26
553,Casino,-28.8667,153.05,67.78,47,0,0.94,AU,2022-07-28 04:05:26
554,Tabuk,17.4189,121.4443,87.12,69,100,4.45,PH,2022-07-28 04:05:27
555,Camabatela,-8.1881,15.375,56.91,93,100,4.07,AO,2022-07-28 04:05:27
556,Swan Hill,-35.3378,143.5544,50.41,87,100,6.91,AU,2022-07-28 04:05:27
557,Marzuq,14.4,46.4667,81.07,43,96,5.88,YE,2022-07-28 04:05:28
558,Linxi,39.7,118.4333,72.25,95,100,7.81,CN,2022-07-28 04:05:28
559,Dongsheng,39.8161,109.9776,79.93,30,0,7.31,CN,2022-07-28 04:05:29
560,Voi,-3.3945,38.563,65.59,86,85,6.82,KE,2022-07-28 04:05:29
561,Hervey Bay,-25.2986,152.8535,66.7,54,3,9.31,AU,2022-07-28 04:05:29
562,Saint Charles,38.7667,-90.7335,75.67,91,0,1.99,US,2022-07-28 04:05:30
563,Rio De Janeiro,-22.9028,-43.2075,71.55,96,0,8.05,BR,2022-07-28 04:04:45
564,Poum,-20.2333,164.0167,73.53,68,85,13.04,NC,2022-07-28 04:05:30
565,Kavieng,-2.5744,150.7967,84.96,72,25,18.16,PG,2022-07-28 04:05:30
566,Berbera,10.4396,45.0143,88.9,38,38,22.77,SO,2022-07-28 04:05:31
567,Yamoussoukro,6.8206,-5.2767,72.86,94,100,4.65,CI,2022-07-28 04:05:31
568,Balezino,57.9796,53.0106,63.93,67,7,4.79,RU,2022-07-28 04:05:31
569,Mana,5.6592,-53.7767,75.78,90,96,3.96,GF,2022-07-28 04:05:32
570,Concordia,-31.393,-58.0209,66.78,92,70,5.99,AR,2022-07-28 04:05:32
571,Felanitx,39.4696,3.1483,74.14,75,0,0.96,ES,2022-07-28 04:05:32
572,Mitu,1.1983,-70.1733,70.97,99,100,0.65,CO,2022-07-28 04:05:33
573,Miyako,39.6367,141.9525,78.01,79,63,4.72,JP,2022-07-28 04:05:33
574,Netanya,32.3329,34.8599,75.22,70,0,0.83,IL,2022-07-28 04:05:34
575,Coihueco,-36.6167,-71.8333,39.94,93,0,2.3,CL,2022-07-28 04:05:34
576,Berlevag,70.8578,29.0864,50.0,93,100,25.32,NO,2022-07-28 04:05:34
577,Luwingu,-10.2621,29.9271,49.62,72,5,3.69,ZM,2022-07-28 04:05:35
578,Motozintla,15.3667,-92.2333,62.65,97,100,2.53,MX,2022-07-28 04:05:35
579,Juruti,-2.1522,-56.0922,76.5,71,14,2.66,BR,2022-07-28 04:05:35
580,Tautira,-17.7333,-149.15,77.04,79,41,26.31,PF,2022-07-28 04:05:36
581,Ileza,61.0533,43.9002,66.85,88,80,7.02,RU,2022-07-28 04:05:36
582,Pangody,65.85,74.4859,63.82,55,9,12.64,RU,2022-07-28 04:05:36
583,Biskamzha,53.4497,89.5272,69.53,47,93,3.71,RU,2022-07-28 04:05:37
584,Thinadhoo,0.5333,72.9333,83.23,73,95,13.8,MV,2022-07-28 04:03:43
585,San Carlos De Bariloche,-41.1456,-71.3082,40.75,70,40,18.41,AR,2022-07-28 04:05:37
586,Asau,46.4333,26.4,63.52,82,16,3.11,RO,2022-07-28 04:05:37
587,Erzin,36.9559,36.2,80.2,47,0,0.49,TR,2022-07-28 04:05:38
588,Buochs,46.974,8.4228,64.89,88,2,2.3,CH,2022-07-28 04:05:38
589,Shepsi,44.0361,39.1489,70.84,64,0,3.98,RU,2022-07-28 04:05:38
590,Kidal,18.4411,1.4078,89.08,41,85,13.87,ML,2022-07-28 04:05:39
591,Ginda,30.6945,78.4932,67.03,97,100,1.12,IN,2022-07-28 04:05:39
592,Leh,34.1667,77.5833,57.13,75,100,6.08,IN,2022-07-28 04:06:39
593,Lookan,5.037,120.1027,83.89,70,33,3.89,PH,2022-07-28 04:06:40
